Complaint ID,Complaint Text,Category
4303,Paytm - The transaction failed but the refund has not yet been processed.,KYC Issues
4304,The payment reversal has not been processed yet.,UPI Transfer Failure
4305,Paytm - The transaction failed but the refund has not yet been processed.,Slow App Performance
4306,The wallet balance is not updating after adding money.,Customer Support Delay
4307,Transaction details disappeared from my history after payment.,Card Linking Issue
4308,The app failed to update wallet balance after payment.,Payment Reversal Issue
4309,Paytm - Bill payment failed but the amount was still deducted.,Promo Code Not Applied
4310,Duplicate payment was processed for the same bill.,Account Blocked
4311,Paytm - Incorrect bill payment recorded despite entering correct details.,Payment Reversal Issue
4312,The Paytm app keeps crashing while making payments.,QR Code Not Scanning
4313,My promo code was not applied during the transaction.,Promo Code Not Applied
4314,Paytm - The wallet top-up was not reflected in my balance.,App Crash Issue
4315,Incorrect bill payment recorded despite entering correct details.,KYC Issues
4316,Refund processed partially instead of full amount.,Customer Support Delay
4317,Paytm - My promo code was not applied during the transaction.,Slow App Performance
4318,Paytm - Transaction failed but the amount was deducted from my bank account.,QR Code Not Scanning
4319,The app failed to update wallet balance after payment.,Duplicate Transaction
4320,I am not able to log in to my Paytm account.,Merchant Payment Failure
4321,The app failed to update wallet balance after payment.,Merchant Payment Failure
4322,The app failed to update wallet balance after payment.,Failed Transaction
4323,Paytm - The app failed to update wallet balance after payment.,Incorrect Recharge
4324,The wallet top-up was not reflected in my balance.,Card Linking Issue
4325,Paytm - Repeated transaction failure while paying electricity bill.,Payment Reversal Issue
4326,I am not able to log in to my Paytm account.,Incorrect Bill Payment
4327,Unable to link my debit card to the Paytm app.,Card Linking Issue
4328,Paytm - Payment to merchant failed but wallet balance was deducted.,Payment Gateway Error
4329,The QR code is not scanning properly at the merchant location.,Money Deducted Without Confirmation
4330,Repeated transaction failure while paying electricity bill.,Card Linking Issue
4331,I am not able to log in to my Paytm account.,Money Deducted Without Confirmation
4332,Paytm - The app failed to update wallet balance after payment.,Promo Code Not Applied
4333,Duplicate payment was processed for the same bill.,QR Code Not Scanning
4334,Unable to link my debit card to the Paytm app.,Duplicate Transaction
4335,Paytm - The app takes too long to load transaction history.,Merchant Payment Failure
4336,Paytm - The transaction failed but the refund has not yet been processed.,UPI Transfer Failure
4337,The Paytm app keeps crashing while making payments.,Failed Transaction
4338,Paytm - The transaction failed but the refund has not yet been processed.,Account Blocked
4339,Incorrect bill payment recorded despite entering correct details.,UPI Transfer Failure
4340,The wallet was debited twice for a single payment.,App Login Failure
4341,UPI transfer failed but money was deducted from my account.,QR Code Not Scanning
4342,The Paytm app keeps crashing while making payments.,Duplicate Transaction
4343,Merchant payment failed but wallet shows balance deduction.,Payment Reversal Issue
4344,The payment reversal has not been processed yet.,App Crash Issue
4345,The Paytm payment gateway is not processing my transactions.,Slow App Performance
4346,Customer support closed the complaint without solving the issue.,Payment Gateway Error
4347,The app is running very slow while loading the home page.,Incorrect Bill Payment
4348,The Paytm app keeps crashing while making payments.,Incorrect Recharge
4349,The card linking process is stuck and does not complete.,Wallet Balance Issue
4350,The promo code was rejected even though it was valid.,Failed Transaction
4351,Payment to merchant failed but wallet balance was deducted.,App Login Failure
4352,The app takes too long to load transaction history.,Account Blocked
4353,The Paytm payment gateway is not processing my transactions.,QR Code Not Scanning
4354,The app takes too long to load transaction history.,Payment Gateway Error
4355,My Paytm account is blocked without any explanation.,QR Code Not Scanning
4356,Paytm - The promo code was rejected even though it was valid.,Refund Delay
4357,I am not able to log in to my Paytm account.,Duplicate Transaction
4358,UPI transaction shows success but the recipient did not receive the money.,QR Code Not Scanning
4359,Incorrect bill payment recorded despite entering correct details.,Incorrect Recharge
4360,The money was deducted but payment confirmation was not received.,Duplicate Transaction
4361,Unable to complete KYC verification on Paytm app.,App Login Failure
4362,The Paytm app keeps crashing while making payments.,UPI Transfer Failure
4363,Transaction failed but the amount was deducted from my bank account.,App Crash Issue
4364,Refund has not been processed even after several days.,Duplicate Transaction
4365,KYC verification keeps getting rejected without clear reason.,Card Linking Issue
4366,Paytm - Repeated transaction failure while paying electricity bill.,UPI Transfer Failure
4367,The recharge was done for the wrong mobile number.,Card Linking Issue
4368,The wallet balance is not updating after adding money.,Wallet Balance Issue
4369,Duplicate payment was processed for the same bill.,UPI Transfer Failure
4370,I am not able to log in to my Paytm account.,Customer Support Delay
4371,I am not able to log in to my Paytm account.,Payment Gateway Error
4372,The wallet was debited twice for a single payment.,QR Code Not Scanning
4373,Customer support closed the complaint without solving the issue.,UPI Transfer Failure
4374,Transaction details disappeared from my history after payment.,Promo Code Not Applied
4375,The card linking process is stuck and does not complete.,QR Code Not Scanning
4376,UPI transfer failed but money was deducted from my account.,Incorrect Recharge
4377,The wallet was debited twice for a single payment.,Customer Support Delay
4378,Paytm - The wallet was debited twice for a single payment.,Customer Support Delay
4379,Transaction details disappeared from my history after payment.,Money Deducted Without Confirmation
4380,The payment reversal has not been processed yet.,Card Linking Issue
4381,The recharge was done for the wrong mobile number.,Duplicate Transaction
4382,Transaction failed but the amount was deducted from my bank account.,Duplicate Transaction
4383,The Paytm app keeps crashing while making payments.,App Crash Issue
4384,The Paytm payment gateway is not processing my transactions.,Incorrect Recharge
